type,m,avg_b_fix,avg_b_pat,avg_dom_red,avg_time
2-connected-sparse,119,0.73058395850624802,0.0313397122417607,0.75537712679647973,0.034374794960021972
2-connected-dense,450,0.99983349035260116,0,0.99983745004361479,0.03246516148249308
laman,103,0.26569173204045299,0.11003811259140926,0.34908003091631473,0.033253906567891442
globally-rigid,104,0.19522030065162868,0.12310248590449445,0.2890964486005797,0.027936374346415202
