type,m,avg_b_fix,avg_b_pat,avg_dom_red,avg_time
2-connected-sparse,112,0.067253409257933425,0.16246441670244996,0.20440054209947053,0.024426414171854656
2-connected-dense,418,0.096798101472129361,0.29576839620853074,0.35623280337576929,0.097163123289744066
laman,99,0.056227931884773492,0.15212119662642343,0.17972977659119593,0.019253883361816406
globally-rigid,100,0.056201515504933172,0.15017864935716371,0.17917427102450476,0.01896916707356771
