type,m,avg_b_fix,avg_b_pat,avg_dom_red,avg_time
2-connected-sparse,112,0.068038695704577851,0.16253541670418417,0.20548559781788836,0.030650477409362793
2-connected-dense,418,0.096798101472129361,0.29574912822484722,0.35617265922218855,0.12660970767339072
laman,99,0.056688817622404401,0.15191824124776065,0.18013713146185834,0.024115846951802571
globally-rigid,100,0.056668004733216114,0.14995782504862576,0.1795852706366011,0.024099682966868083
