type,m,avg_b_fix,avg_b_pat,avg_dom_red,avg_time
2-connected-sparse,119,0.7427422236591118,0.028215340297261755,0.76500336540597613,0.037037212848663327
2-connected-dense,450,0.99983349035260116,0,0.99983745004361479,0.035867820580800375
laman,103,0.28430096667897059,0.10736088187835693,0.36572367661902405,0.038998858133951826
globally-rigid,104,0.20382176090217097,0.1224665009459413,0.29743029707299695,0.033275227546691898
