type,m,avg_b_fix,avg_b_pat,avg_dom_red,avg_time
2-connected-sparse,112,0.060125571650056137,0.082586220142655195,0.13988097188856094,0.0096285963058471685
2-connected-dense,418,0.09152707665229172,0.096110903462864786,0.19202107435261953,0.020055821736653646
laman,99,0.05267852054044541,0.086102307950227511,0.13311205113625402,0.0069733667373657222
globally-rigid,100,0.053153472042622364,0.083722450030828927,0.13301103651061641,0.0070515839258829755
