nvars,density,domain_lb,domain_ub,max_distinct_coeffs,exact_enumeration,strategy,moduli,num_moduli,constraints,bounds_considered,pct_constraints_tightened_to_equality,avg_relative_bound_range_reduction,exact_assignments_per_constraint,bounds_fully_tightened_to_optimal,pct_bounds_fully_tightened_to_optimal,bounds_tightened,pct_bounds_tightened,avg_bound_gap_to_optimal,total_residue_time_sec,avg_wall_time_sec_per_constraint
10,0.1,0,5,50,false,prime_powers_lt_128,2 3 4 5 7 8 9 11 13 16 17 19 23 25 27 29 31 32 37 41 43 47 49 53 59 61 64 67 71 73 79 81 83 89 97 101 103 107 109 113 121 125 127,43,1000,2000,1.6,0.03268157989671148,,,,106,5.3,,2.141188383102417,0.002141188383102417
