(31.640000000000001, 0)
(33.539999999999999, 0)
(45.780000000000001, 0)
(34.280000000000001, 0)
(35.310000000000002, 0)
(42.710000000000001, 0)
(13.69, 0)
(26.23, 0)
(30.390000000000001, 0)
(23.59, 0)
(10.99, 0)
(8.6600000000000001, 0)
(48.420000000000002, 0)
(35.299999999999997, 0)
(7.4900000000000002, 0)
(39.840000000000003, 0)
(24.25, 0)
(13.5, 0)
(41.659999999999997, 0)
(5.5199999999999996, 0)
(25.140000000000001, 0)
(28.02, 0)
(22.960000000000001, 0)
(5.9199999999999999, 0)
(40.939999999999998, 0)
(15.960000000000001, 0)
(45.5, 0)
(5.7400000000000002, 0)
(44.689999999999998, 0)
(39.460000000000001, 0)
(15.24, 0)
(27.010000000000002, 0)
(28.780000000000001, 0)
(13.75, 0)
(9.3000000000000007, 0)
(46.880000000000003, 0)
(39.979999999999997, 0)
(41.670000000000002, 0)
(33.409999999999997, 0)
(38.020000000000003, 0)
(36.780000000000001, 0)
(30.859999999999999, 0)
(15.08, 0)
(6.5499999999999998, 0)
(9.4199999999999999, 0)
(40.280000000000001, 0)
(27.34, 0)
(29.59, 0)
(22.77, 0)
(11.449999999999999, 0)
(38.960000000000001, 0)
(8.0899999999999999, 0)
(8.4900000000000002, 0)
(29.969999999999999, 0)
(15.26, 0)
(8.6999999999999993, 0)
(21.890000000000001, 0)
(30.73, 0)
(21.859999999999999, 0)
(28.530000000000001, 0)
(38.25, 0)
(44.810000000000002, 0)
(31.870000000000001, 0)
(19.32, 0)
(31.91, 0)
(44.409999999999997, 0)
(50.659999999999997, 0)
(13.210000000000001, 0)
(7.7999999999999998, 0)
(29.449999999999999, 0)
(33.659999999999997, 0)
(57.969999999999999, 0)
(39.32, 0)
(47.990000000000002, 0)
(10.98, 0)
(46.490000000000002, 0)
(49.299999999999997, 0)
(23.010000000000002, 0)
(9.9700000000000006, 0)
(7.1399999999999997, 0)
(11.98, 0)
(9, 0)
(20.370000000000001, 0)
(23.41, 0)
(35.560000000000002, 0)
(28.370000000000001, 0)
(30.02, 0)
(11.720000000000001, 0)
(32.670000000000002, 0)
(10.9, 0)
(38.119999999999997, 0)
(37.899999999999999, 0)
(33.469999999999999, 0)
(50.460000000000001, 0)
(21.989999999999998, 0)
(14.81, 0)
(10.08, 0)
(21.82, 0)
(42.82, 0)
(14.57, 0)
(55.420000000000002, 0)
(4.2300000000000004, 0)
(47.469999999999999, 0)
(24.890000000000001, 0)
(46.460000000000001, 0)
(10.75, 0)
(34.109999999999999, 0)
(13.59, 0)
(49.759999999999998, 0)
(25.690000000000001, 0)
(29.68, 0)
(45.789999999999999, 0)
(20.23, 0)
(21.949999999999999, 0)
(7.7599999999999998, 0)
(7.1699999999999999, 0)
(17.82, 0)
(34.880000000000003, 0)
(52.630000000000003, 0)
(5.2300000000000004, 0)
(23.800000000000001, 0)
(32.5, 0)
(26.079999999999998, 0)
(27.809999999999999, 0)
(27.050000000000001, 0)
(30.260000000000002, 0)
