(13.050000000000001, 0)
(47.039999999999999, 0.021405678483320003)
(23.620000000000001, 0)
(10.01, 0)
(46.539999999999999, 0)
(3.79, 0)
(27.75, 0)
(25.170000000000002, 0)
(21.399999999999999, 0)
(24.050000000000001, 0)
(29.289999999999999, 0)
(34.590000000000003, 0)
(35.780000000000001, 0)
(26.57, 0)
(33.130000000000003, 0.002131565210271994)
(17.030000000000001, 0)
(34.75, 0)
(22.739999999999998, 0.06643494777926455)
(23.510000000000002, 0)
(41.840000000000003, 0)
(10.050000000000001, 0)
(50.490000000000002, 0)
(8.3300000000000001, 0)
(8.6899999999999995, 0)
(19.16, 0)
(51, 0.0017895595937456284)
(28.34, 0)
(28.219999999999999, 0)
(34.969999999999999, 0)
(21.039999999999999, 0.10373184971563869)
(11.27, 0)
(45.43, 0)
(51.670000000000002, 0)
(4.0700000000000003, 0)
(33.299999999999997, 0)
(32.920000000000002, 0)
(26.579999999999998, 0)
(18.77, 0)
(41.840000000000003, 0)
(33.68, 0)
(31.59, 0)
(10.630000000000001, 0.11509670116601314)
(13.449999999999999, 0)
(11.19, 0)
(31.5, 0)
(38.640000000000001, 0.14061302834001924)
(27.469999999999999, 0)
(44.32, 0)
(28.280000000000001, 0)
(35.93, 0)
(49.890000000000001, 0)
(14.9, 0)
(33.530000000000001, 0)
(20.789999999999999, 0)
(7.5, 0)
(5.0800000000000001, 0)
(24.75, 0)
(13.720000000000001, 0)
(7.4500000000000002, 0)
(5.6699999999999999, 0)
(14.67, 0)
(22.52, 0)
(20.329999999999998, 0)
(21.09, 0)
(12.140000000000001, 0)
(5.96, 0)
(4, 0.11125857526097249)
(49.119999999999997, 0)
(6.0499999999999998, 0)
(9.1600000000000001, 0)
(10.449999999999999, 0.20511188276711931)
(23.670000000000002, 0)
(41.640000000000001, 0)
(16.140000000000001, 0)
(22.350000000000001, 0)
(54.149999999999999, 0)
(7.0099999999999998, 0)
(40.659999999999997, 0)
(30.98, 0)
(47.090000000000003, 0)
(36.420000000000002, 0)
(51.969999999999999, 0)
(35.479999999999997, 0)
(47.200000000000003, 0)
(34.780000000000001, 0)
(16.5, 0)
(36.219999999999999, 0)
(45.240000000000002, 0)
(48.68, 0)
(53.729999999999997, 0)
(12.68, 0)
(36.329999999999998, 0.2521166537818279)
(48.030000000000001, 0.0018739394551024152)
(11.83, 0)
(37.969999999999999, 0)
(32.369999999999997, 0)
(14.029999999999999, 0)
(15.25, 0)
(16.350000000000001, 0)
(50.43, 0)
(19.57, 0.010970102211604852)
(28.75, 0)
(43.359999999999999, 0.0037121930940358619)
(42.399999999999999, 0)
(34.890000000000001, 0)
(27.16, 0)
(28.109999999999999, 0)
(12.99, 0)
(11.35, 0)
(37.170000000000002, 0)
(29.199999999999999, 0)
(17.699999999999999, 0)
(15.75, 0)
(21.079999999999998, 0.054550101126500404)
(27.489999999999998, 0)
(34.640000000000001, 0.45490667825232028)
(34.740000000000002, 0)
(45.759999999999998, 0)
(21.59, 0)
(24.879999999999999, 0)
(44.789999999999999, 0)
(30.07, 0.010943466950339686)
(9.7400000000000002, 0)
(49.119999999999997, 0)
(40.25, 0)
(30.52, 0)
(36.670000000000002, 0)
(29.530000000000001, 0)
(4.3200000000000003, 0)
(37.990000000000002, 0)
(9.4000000000000004, 0)
(10.73, 0)
(38.609999999999999, 0)
(47.899999999999999, 0)
(33.229999999999997, 0)
(8.6999999999999993, 0)
(3.9399999999999999, 0)
(20.140000000000001, 0)
(11.65, 0)
(11.16, 0)
(33.32, 0)
(15.26, 0)
(42.509999999999998, 0)
(4.9100000000000001, 0.26630174623648906)
(7.2400000000000002, 0)
(5.9699999999999998, 0)
(19.989999999999998, 0)
(26.190000000000001, 0)
(52.530000000000001, 0)
(13.460000000000001, 0)
(14.65, 0)
(22.75, 0)
(40.979999999999997, 0)
(37.850000000000001, 0)
(35.460000000000001, 0)
(30.239999999999998, 0)
(23.449999999999999, 0)
(10.890000000000001, 0)
(21.850000000000001, 0)
(52.140000000000001, 0)
(10.85, 0)
(49.18, 0)
(11.15, 0)
(35.549999999999997, 0)
(48.18, 0.0038807954265461897)
(20.420000000000002, 0)
(14.33, 0)
(48.140000000000001, 0)
(30.940000000000001, 0)
(5.4100000000000001, 0)
(4.5, 0)
(43.579999999999998, 0.0039443409475581545)
(11.4, 0.14869794454825488)
(23.850000000000001, 0)
(53.170000000000002, 0)
(26.079999999999998, 0)
(7.5199999999999996, 0)
(13.17, 0)
(26.23, 0)
(18.460000000000001, 0)
(48.520000000000003, 0)
(24.890000000000001, 0.36111034590646657)
(34.079999999999998, 0)
(29.370000000000001, 0)
(8.6799999999999997, 0.0068946362084399268)
(29.43, 0)
(33.539999999999999, 0)
(35.75, 0)
(9.9000000000000004, 0)
(11.449999999999999, 0)
(26.420000000000002, 0)
(5.0199999999999996, 0)
(49.969999999999999, 0.020010681623117175)
(26.93, 0.23769079552963723)
(12.24, 0)
(39.490000000000002, 0.0039980309701763781)
(22.350000000000001, 0)
(15.51, 0)
(33.899999999999999, 0)
(42.890000000000001, 0)
(36, 0)
(33.259999999999998, 0)
(51.490000000000002, 0)
(46.829999999999998, 0.0017065157406990494)
(31.780000000000001, 0)
(14.18, 0.029389437953645212)
(40.68, 0)
(39.659999999999997, 0)
(46.280000000000001, 0)
(4.8399999999999999, 0)
(44.340000000000003, 0)
(23.199999999999999, 0)
(9.8100000000000005, 0.077252216279910219)
(41.049999999999997, 0)
(24.280000000000001, 0)
(24.989999999999998, 0)
(23.109999999999999, 0)
(25.579999999999998, 0)
(16.48, 0.0024683885079986724)
(34.18, 0.0020426039058064329)
(13.32, 0)
(15.85, 0)
(5.1799999999999997, 0.044153153904979189)
(32.93, 0)
(22.620000000000001, 0)
(13.09, 0)
(8.0999999999999996, 0)
(24.91, 0.061975752724351074)
(7.6600000000000001, 0)
(25.91, 0)
(48.090000000000003, 0)
(12.82, 0)
(30.620000000000001, 0)
(12.5, 0)
(11.539999999999999, 0)
(3.8199999999999998, 0.029215764852259185)
(13.949999999999999, 0.99156330354521305)
(18.91, 0)
(17.93, 0)
(23.719999999999999, 0.062804194858094006)
(18.649999999999999, 0)
(41.390000000000001, 0.0019631242178759787)
(21.609999999999999, 0)
(10.970000000000001, 0)
(33.670000000000002, 0)
(18.98, 0)
(8.5099999999999998, 0)
(38.109999999999999, 0)
(38.5, 0.14324789252016407)
(26.309999999999999, 0)
(36.689999999999998, 0.023788515296826053)
(41.130000000000003, 0)
(43.460000000000001, 0)
(13.33, 0)
(51.369999999999997, 0)
(4.0499999999999998, 0)
(8.5999999999999996, 0)
(43.119999999999997, 0)
(7.3099999999999996, 0)
(8.0399999999999991, 0.16658312577266748)
(24.27, 0)
(50.299999999999997, 0)
(55.710000000000001, 0.93310359707444979)
(6.6600000000000001, 0)
(13.06, 0)
(17.48, 0)
(36.530000000000001, 1)
(18.579999999999998, 0)
(21.149999999999999, 0)
(8.6899999999999995, 0)
(41.409999999999997, 0)
(8.6099999999999994, 0)
(32.590000000000003, 0.0018015803628460543)
(7.1600000000000001, 0)
(7.4100000000000001, 0)
(20.899999999999999, 0)
(28.789999999999999, 0)
(48.340000000000003, 0)
(52.149999999999999, 0)
(42.210000000000001, 0)
(52.630000000000003, 0)
(24.789999999999999, 0)
(28, 0)
(20.329999999999998, 0)
(22.68, 0)
(36.020000000000003, 0.0039821256972276649)
(27.579999999999998, 0.13740945136154895)
(58.859999999999999, 0)
(33.170000000000002, 0)
(19.329999999999998, 0.95485584435628512)
(30.359999999999999, 0)
(20.609999999999999, 0)
(33.18, 0)
(22.77, 0)
(25.859999999999999, 0)
(33.369999999999997, 0)
(37.960000000000001, 0)
(14.960000000000001, 0.98263387494309484)
(43.869999999999997, 0.0059547299681480771)
(8.8300000000000001, 0)
(17.710000000000001, 0)
(30.420000000000002, 0)
(26.149999999999999, 0)
(18.609999999999999, 0)
(39.399999999999999, 0)
(16.350000000000001, 0)
(51.380000000000003, 0)
(48.780000000000001, 0.02632091816073218)
(4.1799999999999997, 1)
(49.159999999999997, 0)
(41.18, 0)
(26.719999999999999, 0)
(20.449999999999999, 0)
(5.3499999999999996, 0)
(33.060000000000002, 0)
(40.259999999999998, 0)
(48.75, 0)
(51.340000000000003, 0)
(47, 0)
(16.210000000000001, 0)
(15.43, 0)
(27.690000000000001, 0.0168232302377367)
(17.399999999999999, 0)
(25.75, 1)
(19.620000000000001, 0.98939063857851528)
(23.91, 0)
(39.57, 0)
(24.699999999999999, 0)
(36.75, 0)
(42.689999999999998, 0)
(3.9100000000000001, 0.074928969267854084)
(32.310000000000002, 0)
(16.809999999999999, 0)
(16.100000000000001, 0.064128411210011782)
(44.939999999999998, 0)
(41.659999999999997, 0)
(44.119999999999997, 0)
(44.009999999999998, 0)
(16.84, 0)
(22.600000000000001, 0)
(12.02, 0)
(25.890000000000001, 0)
(46.659999999999997, 0)
(35.640000000000001, 0)
(26.190000000000001, 0)
(33.950000000000003, 0)
(41.729999999999997, 0)
(46.240000000000002, 0)
(28.710000000000001, 0)
(13, 0)
(26.039999999999999, 0)
(47.140000000000001, 0)
(19.25, 0)
(23.719999999999999, 0.013929386900516597)
(33.259999999999998, 0.98091886340685697)
